 -0.26;   0.96;   0.21;  18.92;  -9.16;  14.95
 -0.26;   0.99;   0.14;  18.68;  -1.10;  18.62
 -0.22;   0.96;   0.11;  13.67;  -9.64;  12.33
 -0.26;   1.00;   0.16;  13.06; -21.97;   6.96
 -0.21;   0.99;   0.17;   8.67;  -7.51;  19.96
 -0.19;   0.98;   0.12;   5.74; -25.33;  -4.88
 -0.22;   0.97;   0.14;   7.81; -10.13;  -0.31
 -0.24;   0.96;   0.13;   7.69;  -8.85;   0.92
 -0.23;   0.96;   0.16;   5.37;  -4.70;   7.51
 -0.25;   0.97;   0.14;   2.69;  -4.39;   3.36
 -0.25;   0.98;   0.11;   0.24;  -6.16;   5.68
 -0.24;   1.00;   0.13;  -0.37;  -7.02;   5.43
 -0.27;   1.00;   0.15;  -3.36; -12.15;   5.00
 -0.26;   0.95;   0.16;  -0.79;  -8.30;   5.86
 -0.25;   0.98;   0.17;   2.01;  -5.74;   8.73
 -0.25;   0.96;   0.17;   8.30;  -2.87;  11.66
 -0.23;   0.95;   0.15;   6.53; -12.76;  12.70
 -0.21;   1.00;   0.13;   7.32; -11.54;  12.33
 -0.20;   0.99;   0.17;   3.85; -10.13;   5.13
 -0.22;   0.96;   0.15;   2.87; -10.68;   5.13
 -0.21;   0.97;   0.17;   2.99; -10.68;   5.86
 -0.22;   0.99;   0.16;   2.32; -12.70;   2.81
 -0.21;   0.98;   0.17;   3.42;  -8.48;   6.29
 -0.23;   0.97;   0.17;   3.78;  -7.14;   5.92
 -0.20;   0.98;   0.17;   5.49; -11.17;   4.64
 -0.21;   0.97;   0.17;   7.93;  -5.43;  18.86
 -0.20;   0.82;   0.15;  13.12;  -4.64;  36.99
 -0.13;   0.38;   0.07;  26.18;   2.62;  90.39
  0.22;  -0.07;  -0.02;  24.23; -41.75; 109.25
  0.62;   1.91;  -0.29;  -1.65;  -5.92; 158.08
  0.82;   1.13;   0.20;  14.16; -48.40;  58.11
  0.66;   1.13;  -0.27;  15.44; -17.52;  -1.16
  0.60;   1.69;   0.09;   8.30;  73.43;  -6.47
  0.19;   0.60;   0.03; -19.04; -14.28; -85.88
  0.11;   0.81;   0.08;  -3.36;  -5.55; -65.25
  0.10;   1.10;   0.07;  -7.69;  13.43;  10.80
  0.07;   0.92;   0.06;   3.23; -16.54; -14.34
  0.10;   1.02;   0.07;   6.53;  -9.28;   0.92
  0.09;   0.98;   0.10;   4.52;  -8.67;   2.14
  0.11;   0.97;   0.10;   3.11;  -7.81;  10.07
  0.19;   1.00;   0.03;   2.50;  -1.16;  -2.32
  0.11;   1.03;   0.12;   9.52;  39.67;  -1.22
 -0.03;   0.93;   0.05;   6.96;  14.22;  -3.36
  0.06;   1.00;   0.13;   2.99;  -0.73;   4.70
  0.03;   0.98;   0.07;   3.17; -12.02;  14.34
  0.05;   1.03;   0.11;   7.69; -13.00;   2.93
  0.09;   0.96;   0.07;   4.64; -16.42;   2.62
 -0.01;   1.03;   0.08;   5.37; -12.63;   5.92
 -0.03;   0.87;   0.12;   2.99; -25.02;  12.63
  0.09;   1.08;   0.17;  -6.35; -20.32;  16.60
