  0.35;   0.83;  -0.19;  24.11; -35.16;  25.33
  0.35;   0.94;  -0.24;   1.10; -27.59;  28.93
  0.27;   0.79;  -0.09;  -8.12;   9.95;   2.01
  0.33;   0.92;  -0.20;  -1.22;   4.09;   3.11
  0.33;   0.93;  -0.19;   7.87; -13.43;   0.18
  0.30;   0.91;  -0.19;   6.53; -19.53;   5.62
  0.28;   0.90;  -0.20;   8.67; -14.89;   1.16
  0.28;   0.91;  -0.20;   7.14; -16.17;   0.67
  0.24;   0.89;  -0.21;   7.69; -20.39;   2.26
  0.29;   0.93;  -0.24;  10.19; -13.61;  -5.55
  0.25;   0.93;  -0.23;   7.57; -18.62;  -2.01
  0.23;   0.90;  -0.22;   7.87; -14.95;  -6.90
  0.20;   0.91;  -0.26;  11.17; -19.59; -12.94
  0.17;   0.93;  -0.26;  13.79; -21.36; -19.65
  0.10;   0.86;  -0.27;  12.15; -18.01; -23.80
  0.08;   0.98;  -0.31;  20.26;  -8.42; -38.21
 -0.05;   1.02;  -0.33;  -3.85; -45.72; -27.34
 -0.14;   1.06;  -0.35;  11.54; -37.05;  -7.63
 -0.23;   0.88;  -0.37;   6.96; -18.19;  -1.71
 -0.22;   0.89;  -0.32;   2.81; -12.39;  -4.64
 -0.23;   0.87;  -0.29;  -0.55; -14.77;   0.49
 -0.24;   0.90;  -0.30;  -1.71; -16.85;   6.90
 -0.21;   0.93;  -0.30;  -3.97; -17.58;  10.01
 -0.22;   0.92;  -0.26;   6.53;  -3.85;   8.30
 -0.21;   0.86;  -0.28;   5.80;   0.49;  14.71
 -0.16;   0.92;  -0.27;  -9.28;  -2.50;  12.76
 -0.17;   0.99;  -0.29;  -4.52;  -5.31;  10.86
 -0.15;   0.92;  -0.26;   6.71;  -7.08;   6.84
 -0.13;   0.90;  -0.22;   3.66; -14.22;  19.96
 -0.11;   1.01;  -0.26;   2.81; -10.01;  11.90
 -0.12;   0.93;  -0.24;   1.89; -11.05;  16.97
 -0.07;   0.95;  -0.17;  -3.85; -10.86;  23.68
 -0.04;   0.93;  -0.21;   0.37;   2.08;  15.75
 -0.02;   0.97;  -0.20;   3.85;  -0.24;  14.34
 -0.02;   0.98;  -0.22;   9.03;  11.90;  31.86
  0.08;   0.94;  -0.20;   5.98;  16.24;  39.31
  0.12;   0.92;  -0.19;   0.37;   5.92;  18.43
  0.15;   0.94;  -0.19;  -2.38;  -3.91;  17.94
  0.16;   0.95;  -0.18;  -0.24;  -5.74;  16.78
  0.19;   0.95;  -0.17;   1.34;  -5.00;  17.64
  0.20;   0.83;  -0.11;   1.53;  -0.37;  14.83
  0.25;   0.98;  -0.19;   1.89;   2.62;  10.19
  0.22;   0.98;  -0.14;   1.34; -10.80;  14.34
  0.23;   0.89;  -0.13;  -4.58;  -8.79;  23.99
  0.28;   0.94;  -0.13;   1.16;   2.08;  18.25
  0.31;   0.91;  -0.10;  -0.79;  -4.64;  26.55
  0.34;   0.85;  -0.07;  -4.70;  -6.41;  23.44
  0.38;   0.90;  -0.08;   0.00;  -7.51;   8.48
  0.36;   0.93;  -0.05;  -1.10;  -6.35;  14.04
  0.36;   0.90;  -0.06;  -0.43;  -1.65;  12.94
